epoch,loss,val_loss
0,20.277508449554443,18.43082230275991
0,7.1915742305224075,6.3664290333280755
1,6.165657311318146,5.740384768223276
2,5.619835971168131,5.055156362981212
3,5.369787324809428,4.892946821913427
4,5.132327414380266,4.604732026761892
5,5.0042940591924046,5.3367882135449625
6,4.817910179700142,4.068967317586043
7,4.781344171415022,4.1435956740622615
0,4.711332150380216,3.9899120714713114
1,4.565739538037641,3.8868639851346307
2,4.5467505189074835,4.518684427008337
3,4.446662645487534,3.6808233204909735
4,4.384432893490333,3.9689779205224953
5,4.338269265632533,3.632280271783167
6,4.232728542852971,3.5473593521848015
7,4.24265526459042,3.675496294182174
8,4.198724102928925,3.8537149546584306
9,4.149862735920051,3.242039015268793
10,4.086929438042281,3.2605271822092483
11,4.080999140106535,3.4492100918293
12,4.051774456474609,3.4600228681856273
13,4.047840290988972,3.3476012737167125
14,4.004921493658581,3.253551969005137
15,3.980387693464584,3.1475591296809062
16,3.963608845837807,3.439066876367647
17,3.9319142337899247,3.227249937106152
18,3.9267380777162972,3.1900331236391652
19,3.88652819715875,3.4196941712194557
20,3.891526617915775,3.2850187503561683
21,3.8810042729401117,3.178472664550859
22,3.845480888771085,3.1901466000080108
23,3.8601040031731895,3.313066850292439
24,3.833493468026303,3.1854778224959666
25,3.846581113314497,3.3080512863762523
26,3.7922811536337204,3.180536364243955
27,3.796920354224469,3.230332650749051
28,3.77545154190615,3.0828077124941107
29,3.7792578078768884,3.088481028274614
30,3.799028399090284,3.040389155903641
31,3.7627443589116534,3.5030247830858037
32,3.7849467292635994,3.430109476434941
33,3.7617942428636812,3.076172747368715
34,3.69820216201435,3.0636714777776173
35,3.7106582014515714,3.1230773734316535
36,3.7186973696831696,3.2554605943086194
37,3.73952524356691,3.322282877552266
38,3.7127712956183494,3.1296832254833107
39,3.743936704607518,2.9867530497969415
40,3.6970554582580717,3.1789982390160465
41,3.675703220584339,3.181230039730364
42,3.6800708012869046,2.9879249061492024
43,3.6996077292521954,2.909196970170858
44,3.6874807460968984,3.0076349156608386
0,5.301829584752811,3.880189075713255
1,4.237945272776155,3.4012826725658107
2,3.967824310967916,3.3003988957161807
3,3.811831304539573,4.506175486311621
4,3.738135123222297,3.005752024164005
5,3.6835490122348116,3.1180185431728558
6,3.641814648534126,3.1133831091559663
7,3.62354097024078,2.9153411725467566
8,3.6078073618738418,3.366496021869231
9,3.5808043392312707,2.916329422021399
10,3.558084192422922,3.240870023990164
11,3.543319643807441,3.101310088415535
12,3.5348065467450422,3.1885890494803992
13,3.5254843150241024,3.081872761176557
14,3.532030360467253,3.140263960093868
15,3.502065125688435,2.9188486405051486
0,5.393483727917134,3.9214612931864603
1,4.453533147422382,3.54439757006509
2,4.242004539589649,3.4558666370109634
3,4.149720608257483,3.3706597017755313
4,4.070950873899982,3.365175929799372
5,4.036489350869629,3.2572230537570253
6,3.9832210350476616,3.244548196865588
7,3.9685796719093296,3.186030752999442
8,3.9331882864690937,3.1441271540583395
9,3.9003949890268834,3.15957534821666
10,3.869919748394882,3.108536195487392
11,3.8835768105307977,3.199020989184477
12,3.859471693538142,3.1070882893095213
13,3.831863939446656,3.0932964833172
14,3.837622393809239,3.06195428563624
15,3.840526257394262,3.1301962093431124
16,3.806362711088162,3.022412871852213
17,3.7940347837546606,3.0083183234078543
0,3.583134603498268,2.899540112699781
1,3.5758411770470437,2.8950582454885754
2,3.552036837656122,3.1472871506943996
3,3.549508606013809,3.1411996200133343
4,3.536157440913235,2.8483173701836138
0,3.792046067396762,3.302008090408481
1,3.7974349303578765,3.048314040972262
2,3.774148417477707,3.0506933468458604
3,3.770723174057516,2.995274811155942
4,3.7590958569089965,2.9874864899868867
5,3.756503374499173,2.9651731917809467
6,3.7571751423402726,3.040447744666314
7,3.7372909294386574,2.9443872574884065
8,3.735867359026198,3.062159067051751
9,3.739980499226432,3.0531008007575053
10,3.720392432353275,3.0481183667328895
11,3.7236807229637274,3.054165705065338
12,3.738948112931461,2.9650489200134666
13,3.725341242685843,3.0501689881937843
